architecture,ARC14.jpg,trainingdata/images/architecture/ARC14.jpg
architecture,ARC28.jpg,trainingdata/images/architecture/ARC28.jpg
architecture,ARC29.jpg,trainingdata/images/architecture/ARC29.jpg
architecture,ARC15.jpg,trainingdata/images/architecture/ARC15.jpg
architecture,ARC01.jpg,trainingdata/images/architecture/ARC01.jpg
architecture,ARC03.jpg,trainingdata/images/architecture/ARC03.jpg
architecture,ARC02.jpg,trainingdata/images/architecture/ARC02.jpg
architecture,ARC16.jpg,trainingdata/images/architecture/ARC16.jpg
architecture,ARC12.jpg,trainingdata/images/architecture/ARC12.jpg
architecture,ARC07.jpg,trainingdata/images/architecture/ARC07.jpg
architecture,ARC13.jpg,trainingdata/images/architecture/ARC13.jpg
architecture,ARC05.jpg,trainingdata/images/architecture/ARC05.jpg
architecture,ARC11.jpg,trainingdata/images/architecture/ARC11.jpg
architecture,ARC10.jpg,trainingdata/images/architecture/ARC10.jpg
architecture,ARC04.jpg,trainingdata/images/architecture/ARC04.jpg
architecture,ARC21.jpg,trainingdata/images/architecture/ARC21.jpg
architecture,ARC09.jpg,trainingdata/images/architecture/ARC09.jpg
architecture,ARC08.jpg,trainingdata/images/architecture/ARC08.jpg
architecture,ARC20.jpg,trainingdata/images/architecture/ARC20.jpg
architecture,ARC22.jpg,trainingdata/images/architecture/ARC22.jpg
architecture,ARC23.jpg,trainingdata/images/architecture/ARC23.jpg
architecture,ARC27.jpg,trainingdata/images/architecture/ARC27.jpg
architecture,ARC26.jpg,trainingdata/images/architecture/ARC26.jpg
architecture,ARC18.jpg,trainingdata/images/architecture/ARC18.jpg
architecture,ARC24.jpg,trainingdata/images/architecture/ARC24.jpg
architecture,ARC30.jpg,trainingdata/images/architecture/ARC30.jpg
architecture,ARC25.jpg,trainingdata/images/architecture/ARC25.jpg
architecture,ARC19.jpg,trainingdata/images/architecture/ARC19.jpg
buildingAccessories,BUI15.jpg,trainingdata/images/buildingAccessories/BUI15.jpg
buildingAccessories,BUI01.jpg,trainingdata/images/buildingAccessories/BUI01.jpg
buildingAccessories,BUI29.jpg,trainingdata/images/buildingAccessories/BUI29.jpg
buildingAccessories,BUI28.jpg,trainingdata/images/buildingAccessories/BUI28.jpg
buildingAccessories,BUI14.jpg,trainingdata/images/buildingAccessories/BUI14.jpg
buildingAccessories,BUI02.jpg,trainingdata/images/buildingAccessories/BUI02.jpg
buildingAccessories,BUI16.jpg,trainingdata/images/buildingAccessories/BUI16.jpg
buildingAccessories,BUI17.jpg,trainingdata/images/buildingAccessories/BUI17.jpg
buildingAccessories,BUI03.jpg,trainingdata/images/buildingAccessories/BUI03.jpg
buildingAccessories,BUI13.jpg,trainingdata/images/buildingAccessories/BUI13.jpg
buildingAccessories,BUI12.jpg,trainingdata/images/buildingAccessories/BUI12.jpg
buildingAccessories,BUI06.jpg,trainingdata/images/buildingAccessories/BUI06.jpg
buildingAccessories,BUI10.jpg,trainingdata/images/buildingAccessories/BUI10.jpg
buildingAccessories,BUI04.jpg,trainingdata/images/buildingAccessories/BUI04.jpg
buildingAccessories,BUI05.jpg,trainingdata/images/buildingAccessories/BUI05.jpg
buildingAccessories,BUI11.jpg,trainingdata/images/buildingAccessories/BUI11.jpg
buildingAccessories,BUI20.jpg,trainingdata/images/buildingAccessories/BUI20.jpg
buildingAccessories,BUI08.jpg,trainingdata/images/buildingAccessories/BUI08.jpg
buildingAccessories,BUI09.jpg,trainingdata/images/buildingAccessories/BUI09.jpg
buildingAccessories,BUI21.jpg,trainingdata/images/buildingAccessories/BUI21.jpg
buildingAccessories,BUI23.jpg,trainingdata/images/buildingAccessories/BUI23.jpg
buildingAccessories,BUI22.jpg,trainingdata/images/buildingAccessories/BUI22.jpg
buildingAccessories,BUI26.jpg,trainingdata/images/buildingAccessories/BUI26.jpg
buildingAccessories,BUI27.jpg,trainingdata/images/buildingAccessories/BUI27.jpg
buildingAccessories,BUI19.jpg,trainingdata/images/buildingAccessories/BUI19.jpg
